Time (min),Temperature (°C),Weight (mg),Heat Flow (mW),Temperature Difference (°C),Temperature Difference (µV),Sample Purge Flow (mL/min),Deriv. Weight (%/°C),Deriv. Heat Flow (W/(g·°C))
85.52934,449.2195,3.747237,-11.13761,-0.6468741,-7.210099,99.98811,0.1746707,-0.0059388
85.53766,449.2628,3.746578,-11.1401,-0.6470031,-7.211679,100.0326,0.1746278,-0.0059458
85.546,449.3034,3.74591,-11.14238,-0.647121,-7.213135,99.99219,0.1745847,-0.0059526
85.55434,449.3433,3.745258,-11.14468,-0.6472407,-7.214611,99.97188,0.1745392,-0.0059596
85.56268,449.3867,3.744606,-11.14691,-0.6473542,-7.216019,100.0207,0.1744927,-0.0059664
85.571,449.4282,3.743968,-11.14882,-0.64745,-7.217226,100.0121,0.1744467,-0.005973
85.57934,449.469,3.743315,-11.15086,-0.6475538,-7.218526,99.97759,0.1744044,-0.0059798
85.58768,449.507,3.742662,-11.15263,-0.647644,-7.219672,100.0335,0.1743611,-0.0059864
85.59601,449.5526,3.742007,-11.15493,-0.6477599,-7.221106,99.99469,0.1743181,-0.0059931
85.60434,449.5941,3.741372,-11.15724,-0.6478785,-7.222574,99.99095,0.1742722,-0.0059996
85.61266,449.6344,3.740715,-11.15911,-0.6479732,-7.22377,99.99848,0.1742285,-0.0060061
85.62101,449.6748,3.740034,-11.16154,-0.6481,-7.225325,99.98982,0.1741838,-0.0060127
85.62934,449.719,3.739372,-11.16398,-0.6482246,-7.226856,99.99464,0.1741412,-0.0060194
85.63766,449.7613,3.738726,-11.16636,-0.6483472,-7.228366,99.99984,0.1740952,-0.0060258
85.64601,449.805,3.738055,-11.16899,-0.6484836,-7.23003,99.99621,0.1740534,-0.0060324
85.65434,449.8459,3.73737,-11.17135,-0.648606,-7.231538,100.0063,0.1740115,-0.0060391
85.66266,449.8858,3.736661,-11.17377,-0.6487329,-7.233097,99.98491,0.1739708,-0.0060457
85.671,449.9289,3.735993,-11.17607,-0.64885,-7.234549,99.99445,0.1739297,-0.0060522
85.67934,449.9688,3.735328,-11.17834,-0.6489678,-7.236004,99.98334,0.173889,-0.0060587
85.68768,450.01,3.734641,-11.18081,-0.6490966,-7.237582,100.0083,0.1738472,-0.0060653
85.696,450.0513,3.733959,-11.18351,-0.6492386,-7.23931,100.018,0.1738031,-0.0060719
85.70434,450.0936,3.733308,-11.18582,-0.6493568,-7.240769,100.0208,0.1737629,-0.0060785
85.71268,450.1368,3.732649,-11.18818,-0.649477,-7.242255,100.0006,0.17372,-0.0060851
85.72101,450.1757,3.731939,-11.19041,-0.6495934,-7.243694,100.0013,0.1736775,-0.006092
85.72934,450.2172,3.73123,-11.19286,-0.6497203,-7.245251,99.96834,0.1736359,-0.006099
85.73766,450.2594,3.730557,-11.19526,-0.6498438,-7.24677,100.0294,0.173594,-0.0061058
85.74601,450.3008,3.729903,-11.19777,-0.6499741,-7.248366,99.96789,0.1735518,-0.0061125
85.75434,450.3426,3.729229,-11.20019,-0.6500986,-7.249897,100.0066,0.1735101,-0.0061194
85.76266,450.3828,3.728555,-11.20259,-0.6502237,-7.251435,100.0002,0.1734676,-0.0061262
85.77101,450.426,3.727894,-11.20517,-0.650357,-7.253064,99.99747,0.1734208,-0.006133
85.77934,450.4671,3.727218,-11.20772,-0.65049,-7.25469,100.0063,0.1733802,-0.0061399
85.78766,450.5098,3.726515,-11.20972,-0.650589,-7.255938,100.0015,0.173336,-0.0061466
85.796,450.5484,3.725812,-11.21197,-0.6507063,-7.257388,100.0001,0.1732924,-0.0061533
85.80434,450.5922,3.725132,-11.21482,-0.6508545,-7.259184,99.9747,0.1732474,-0.0061598
85.81268,450.6328,3.724511,-11.21761,-0.651002,-7.260972,100.0055,0.1732048,-0.0061665
85.821,450.6715,3.723858,-11.2205,-0.6511566,-7.262839,100.0268,0.173162,-0.0061732
85.82934,450.7144,3.723186,-11.2232,-0.6512971,-7.264549,100.0225,0.17312,-0.0061798
85.83768,450.7594,3.722512,-11.22601,-0.6514416,-7.266304,100.0007,0.1730773,-0.0061866
85.84601,450.7992,3.721862,-11.2287,-0.651584,-7.268034,100.0102,0.1730325,-0.0061933
85.85434,450.842,3.721214,-11.23145,-0.6517271,-7.269775,100.0029,0.1729872,-0.0062
85.86266,450.88,3.720574,-11.23423,-0.6518756,-7.271574,99.99631,0.1729401,-0.0062063
85.87101,450.9226,3.719949,-11.23752,-0.6520507,-7.273669,100.0088,0.1728912,-0.0062123
85.87934,450.967,3.71933,-11.24081,-0.6522236,-7.275742,99.95474,0.1728455,-0.0062183
85.88766,451.0079,3.7187,-11.2434,-0.6523586,-7.277392,100.0366,0.1727985,-0.0062242
85.89601,451.051,3.718049,-11.24594,-0.6524893,-7.278994,100.0024,0.17275,-0.00623
85.90434,451.0937,3.717404,-11.24818,-0.6526022,-7.280398,99.99374,0.172699,-0.0062356
85.91266,451.1351,3.716784,-11.25042,-0.6527164,-7.281818,100.0011,0.1726488,-0.0062412
85.921,451.178,3.716172,-11.25303,-0.6528512,-7.283466,100.0089,0.1725988,-0.0062465
85.92934,451.2148,3.715535,-11.25561,-0.6529888,-7.285144,99.97743,0.1725482,-0.0062519
85.93768,451.2586,3.714888,-11.25856,-0.6531421,-7.287,100.0145,0.1724968,-0.0062574
85.946,451.2996,3.71426,-11.26099,-0.6532681,-7.28855,99.98902,0.1724469,-0.0062629
85.95434,451.3417,3.713628,-11.26362,-0.6534043,-7.290214,99.98064,0.1723957,-0.0062686
85.96268,451.381,3.713012,-11.26582,-0.6535176,-7.291621,100.0324,0.1723472,-0.0062744
85.97101,451.4235,3.712389,-11.2685,-0.653656,-7.293311,99.99215,0.1722969,-0.0062799
85.97934,451.4632,3.71177,-11.2709,-0.6537807,-7.294844,100.0086,0.1722517,-0.0062854
85.98766,451.5033,3.711152,-11.27389,-0.6539389,-7.29675,100.0002,0.1722033,-0.0062906
85.99601,451.5456,3.710527,-11.27694,-0.6540996,-7.298687,99.99238,0.1721534,-0.006296
86.00434,451.5907,3.709917,-11.27968,-0.6542394,-7.300388,99.97696,0.1721028,-0.0063015
86.01266,451.6287,3.709431,-11.28202,-0.6543615,-7.301894,99.97905,0.1720503,-0.0063067
86.02101,451.6714,3.709049,-11.28431,-0.654477,-7.303326,100.0171,0.1720032,-0.0063118
86.02934,451.7115,3.708667,-11.28666,-0.6545976,-7.304815,99.98918,0.1719545,-0.0063169
86.03766,451.7539,3.708291,-11.28881,-0.654705,-7.306156,99.98953,0.1719074,-0.0063216
86.046,451.796,3.7079,-11.29144,-0.6548412,-7.307818,99.99464,0.1718582,-0.0063262
86.05434,451.8374,3.707533,-11.29383,-0.654963,-7.309322,100.0619,0.1718056,-0.0063308
86.06268,451.8806,3.707136,-11.29631,-0.6550894,-7.310876,100.002,0.1717549,-0.0063352
86.071,451.9197,3.70677,-11.29829,-0.6551894,-7.312136,99.99753,0.1717031,-0.0063396
86.07934,451.9636,3.706394,-11.3005,-0.6552991,-7.313506,99.98981,0.1716512,-0.0063439
86.08768,452.0033,3.705985,-11.3024,-0.6553941,-7.31471,100.025,0.1715986,-0.0063481
86.09601,452.046,3.705475,-11.30462,-0.6555053,-7.316094,99.945,0.1715434,-0.006352
86.10434,452.0878,3.704869,-11.30663,-0.6556043,-7.317343,100.0553,0.1714884,-0.0063556
86.11266,452.1306,3.704252,-11.30884,-0.655715,-7.318725,99.94592,0.1714328,-0.0063591
86.12101,452.1709,3.70362,-11.31105,-0.6558274,-7.320122,99.97895,0.1713721,-0.0063627
86.12934,452.2104,3.702996,-11.31296,-0.6559228,-7.321332,100.0349,0.1713151,-0.0063664
86.13766,452.2532,3.702379,-11.31469,-0.6560047,-7.322391,99.95928,0.1712569,-0.00637
86.14601,452.2934,3.701776,-11.31674,-0.6561075,-7.323682,99.99494,0.1711939,-0.0063734
86.15434,452.334,3.701168,-11.31856,-0.6561968,-7.32482,100.0252,0.1711359,-0.006377
86.16266,452.377,3.70054,-11.32045,-0.6562881,-7.325986,100.0235,0.1710735,-0.0063805
86.171,452.419,3.699923,-11.32306,-0.6564222,-7.327626,100.0058,0.1710089,-0.0063837
86.17934,452.4594,3.69929,-11.32521,-0.6565309,-7.328984,99.98876,0.1709457,-0.0063871
86.18768,452.5015,3.698674,-11.32712,-0.6566239,-7.330165,100.0224,0.1708781,-0.0063904
86.196,452.544,3.698044,-11.32892,-0.6567102,-7.331274,99.99814,0.1708136,-0.0063938
86.20434,452.5852,3.69742,-11.33097,-0.6568119,-7.332551,99.99234,0.1707526,-0.0063972
86.21268,452.6278,3.696811,-11.3332,-0.6569234,-7.33394,99.97055,0.1706889,-0.0064002
86.22101,452.668,3.696189,-11.33514,-0.6570197,-7.33516,99.98141,0.1706243,-0.0064031
86.22934,452.7098,3.695572,-11.3366,-0.6570866,-7.336052,100.0374,0.1705577,-0.006406
86.23766,452.7539,3.694939,-11.33883,-0.657197,-7.33743,99.9809,0.1704918,-0.0064088
86.24601,452.7935,3.694321,-11.34064,-0.6572856,-7.338563,100.0121,0.1704254,-0.0064113
86.25434,452.834,3.693715,-11.34207,-0.6573518,-7.339447,99.97631,0.1703595,-0.0064138
86.26266,452.8762,3.6931,-11.34395,-0.6574429,-7.340608,100.0132,0.1702926,-0.0064162
86.27101,452.9168,3.692488,-11.34628,-0.6575613,-7.342075,100.0308,0.170224,-0.0064185
86.27934,452.9592,3.691896,-11.34852,-0.6576734,-7.343472,100.0098,0.1701558,-0.0064208
86.28766,452.9998,3.691284,-11.35074,-0.6577856,-7.344868,100.0181,0.1700859,-0.0064231
86.296,453.0376,3.69067,-11.35258,-0.6578775,-7.346039,99.97274,0.1700128,-0.0064253
86.30434,453.081,3.690048,-11.35487,-0.6579912,-7.347451,99.97509,0.1699408,-0.0064274
86.31268,453.1214,3.689434,-11.35732,-0.6581166,-7.348994,99.97898,0.169868,-0.0064295
86.321,453.1647,3.688808,-11.35954,-0.6582265,-7.350366,100.0108,0.1697931,-0.0064316
86.32934,453.2031,3.6882,-11.36179,-0.6583416,-7.351792,100.0206,0.1697185,-0.0064338
86.33768,453.2448,3.687589,-11.36402,-0.6584534,-7.353184,99.96009,0.1696465,-0.0064358
86.34601,453.2904,3.686981,-11.36633,-0.6585665,-7.35459,100.057,0.1695746,-0.0064379
86.35434,453.3266,3.686368,-11.36828,-0.6586658,-7.355844,99.97011,0.1695002,-0.0064397
86.36266,453.3709,3.68573,-11.37031,-0.6587631,-7.357074,100.032,0.1694263,-0.0064415
86.37101,453.4117,3.685128,-11.37204,-0.658846,-7.358144,99.97439,0.1693502,-0.0064432
86.37934,453.455,3.684517,-11.37435,-0.6589612,-7.359574,100.0068,0.1692741,-0.0064447
86.38766,453.4956,3.683916,-11.37664,-0.6590766,-7.361009,99.985,0.1692005,-0.006446
86.39601,453.5372,3.683304,-11.37912,-0.6592029,-7.362562,100.0008,0.169127,-0.0064469
86.40434,453.58,3.682706,-11.38144,-0.6593191,-7.364007,99.99366,0.1690507,-0.0064477
86.41266,453.6209,3.682081,-11.38372,-0.6594337,-7.365432,99.98585,0.1689757,-0.0064485
86.421,453.6626,3.681448,-11.38592,-0.6595434,-7.366803,99.99449,0.1689003,-0.0064492
86.42934,453.7014,3.680834,-11.38819,-0.6596594,-7.368242,100.0163,0.1688252,-0.0064496
86.43768,453.7428,3.680214,-11.39053,-0.6597772,-7.369701,100.0258,0.1687471,-0.0064501
86.446,453.7872,3.67961,-11.3931,-0.6599068,-7.371294,100.0173,0.1686698,-0.0064503
86.45434,453.8273,3.679006,-11.39521,-0.6600116,-7.37261,99.96632,0.1685911,-0.0064502
86.46268,453.8703,3.678384,-11.39702,-0.6600972,-7.373712,100.0649,0.1685114,-0.00645
86.47101,453.9121,3.677751,-11.39879,-0.6601816,-7.3748,99.93484,0.1684305,-0.0064496
86.47934,453.955,3.677134,-11.40063,-0.6602688,-7.37592,99.99161,0.1683494,-0.0064491
86.48766,453.9964,3.676522,-11.40268,-0.6603699,-7.377194,100.0048,0.1682654,-0.0064481
86.49601,454.0387,3.675918,-11.4048,-0.6604743,-7.378509,100.009,0.1681796,-0.0064469
86.50434,454.078,3.67532,-11.40715,-0.6605942,-7.379991,99.99266,0.1680912,-0.0064452
86.51266,454.1206,3.674701,-11.4092,-0.6606936,-7.381248,99.99469,0.1680033,-0.0064436
86.52101,454.161,3.674092,-11.41115,-0.6607895,-7.382468,100.0226,0.1679153,-0.0064418
86.52934,454.2052,3.67348,-11.4131,-0.6608822,-7.383648,99.97028,0.1678305,-0.0064398
86.53766,454.2447,3.672854,-11.4156,-0.6610111,-7.385235,100.0396,0.1677461,-0.0064378
86.546,454.2859,3.672223,-11.41808,-0.6611368,-7.386782,99.9797,0.1676598,-0.0064358
86.55434,454.3275,3.671624,-11.42075,-0.6612732,-7.388453,99.99938,0.1675736,-0.0064336
86.56268,454.3683,3.671024,-11.42292,-0.6613813,-7.389806,100.0355,0.1674902,-0.0064313
86.571,454.4108,3.67041,-11.42501,-0.6614832,-7.39109,99.96944,0.1674064,-0.006429
86.57934,454.4524,3.66979,-11.42715,-0.6615889,-7.392415,99.98888,0.1673196,-0.0064266
86.58768,454.4948,3.66915,-11.42939,-0.6616997,-7.393799,99.99018,0.1672338,-0.0064244
86.59601,454.5354,3.668517,-11.43162,-0.6618114,-7.39519,100.0187,0.1671517,-0.0064222
86.60434,454.5752,3.66789,-11.43395,-0.661929,-7.396651,99.97653,0.1670689,-0.0064202
86.61266,454.618,3.667257,-11.43633,-0.6620478,-7.398124,100.0297,0.166983,-0.0064183
86.62101,454.6604,3.666647,-11.43876,-0.6621694,-7.399628,100.0123,0.1668965,-0.0064162
86.62934,454.7009,3.666033,-11.44114,-0.66229,-7.40112,99.98772,0.1668183,-0.0064143
86.63766,454.7416,3.665412,-11.44324,-0.6623931,-7.40242,100.0402,0.1667365,-0.0064124
86.64601,454.7854,3.66478,-11.44589,-0.6625268,-7.404058,99.9708,0.1666554,-0.0064107
86.65434,454.8228,3.664162,-11.44864,-0.662671,-7.405813,100.0118,0.1665742,-0.0064091
86.66266,454.8649,3.663548,-11.45116,-0.6627978,-7.407374,99.99399,0.1664935,-0.0064076
86.671,454.9042,3.662947,-11.45373,-0.6629298,-7.408994,100.0061,0.1664178,-0.0064061
86.67934,454.9466,3.662362,-11.45616,-0.6630515,-7.410499,99.95838,0.1663422,-0.0064044
86.68768,454.9915,3.661762,-11.45837,-0.663158,-7.411834,99.96832,0.16627,-0.0064026
86.696,455.0328,3.661187,-11.46066,-0.663272,-7.413255,100.0294,0.1661998,-0.0064006
86.70434,455.0719,3.660586,-11.46306,-0.663394,-7.414764,99.97941,0.1661312,-0.0063987
86.71268,455.1126,3.659998,-11.46567,-0.6635274,-7.416398,100.0538,0.1660641,-0.0063969
86.72101,455.1556,3.659392,-11.46853,-0.6636734,-7.418176,99.96996,0.1659939,-0.0063951
86.72934,455.1989,3.658794,-11.47116,-0.6638054,-7.419794,99.99144,0.1659266,-0.0063932
86.73766,455.2378,3.65818,-11.47337,-0.663917,-7.421189,100.0098,0.1658614,-0.0063913
86.74601,455.2785,3.657565,-11.47585,-0.6640424,-7.422735,99.94587,0.1657964,-0.0063891
86.75434,455.319,3.656966,-11.47784,-0.6641395,-7.423968,100.0591,0.1657321,-0.0063869
86.76266,455.362,3.656349,-11.48061,-0.66428,-7.425684,99.98663,0.1656666,-0.0063847
86.77101,455.4074,3.655754,-11.48333,-0.6644158,-7.427346,100.0224,0.1656041,-0.0063827
86.77934,455.4462,3.65514,-11.48611,-0.66456,-7.429105,99.99311,0.1655414,-0.0063805
86.78766,455.4852,3.65454,-11.4886,-0.6646868,-7.430668,99.98078,0.1654787,-0.0063783
86.796,455.5287,3.653923,-11.49099,-0.6648048,-7.432132,100.0361,0.1654156,-0.006376
86.80434,455.5718,3.653335,-11.4933,-0.6649185,-7.43355,99.97576,0.1653576,-0.0063735
86.81268,455.6141,3.652719,-11.49572,-0.665039,-7.435043,99.99672,0.165303,-0.0063712
86.821,455.6533,3.652126,-11.49807,-0.6651578,-7.436518,99.98978,0.1652469,-0.0063688
86.82934,455.6944,3.651541,-11.5002,-0.6652622,-7.437832,100.0199,0.1651952,-0.0063669
86.83768,455.7369,3.650941,-11.50297,-0.6654028,-7.43955,100.0158,0.1651441,-0.006365
86.84601,455.7754,3.650358,-11.50566,-0.6655421,-7.441255,99.98531,0.1650933,-0.0063631
86.85434,455.8206,3.649756,-11.50824,-0.6656692,-7.44282,100.0122,0.1650425,-0.0063612
86.86266,455.8628,3.649164,-11.51,-0.6657512,-7.443884,100.0067,0.1649922,-0.0063596
86.87101,455.9052,3.648541,-11.51181,-0.6658357,-7.444976,100.0002,0.1649422,-0.0063581
86.87934,455.9457,3.647959,-11.5135,-0.6659156,-7.446016,100.0102,0.1648941,-0.0063569
86.88766,455.9861,3.647352,-11.51565,-0.6660211,-7.447343,99.99399,0.1648428,-0.006356
86.89601,456.027,3.64676,-11.51799,-0.6661381,-7.448796,100.0112,0.1647917,-0.0063552
86.90434,456.0692,3.646161,-11.52047,-0.6662612,-7.450319,99.99526,0.1647392,-0.0063543
86.91266,456.111,3.64556,-11.52235,-0.666351,-7.451468,99.99982,0.1646856,-0.0063533
86.921,456.154,3.644938,-11.52431,-0.6664432,-7.452648,99.99491,0.1646302,-0.0063522
86.92934,456.1977,3.644309,-11.52634,-0.6665398,-7.453875,100.0024,0.1645737,-0.0063511
86.93768,456.2382,3.643698,-11.52875,-0.6666605,-7.455374,99.99876,0.1645192,-0.0063498
86.946,456.2804,3.643094,-11.53144,-0.6667964,-7.45704,100.0152,0.1644666,-0.0063486
86.95434,456.3242,3.6425,-11.53411,-0.66693,-7.45868,99.98906,0.1644132,-0.0063472
86.96268,456.3626,3.641881,-11.53701,-0.667081,-7.460519,99.97944,0.1643605,-0.006346
86.97101,456.4068,3.64126,-11.5395,-0.6672035,-7.462037,100.0045,0.1643072,-0.0063446
86.97934,456.444,3.640647,-11.54163,-0.667311,-7.463386,100.0002,0.164255,-0.0063433
86.98766,456.4862,3.640037,-11.54382,-0.6674172,-7.464722,99.98355,0.164201,-0.006342
86.99601,456.5308,3.639433,-11.54683,-0.6675697,-7.466575,100.0299,0.1641482,-0.0063407
87.00434,456.5704,3.63885,-11.54937,-0.6676988,-7.468165,99.98574,0.1640995,-0.0063399
87.01266,456.6164,3.638257,-11.55167,-0.6678089,-7.469545,100.0071,0.1640483,-0.0063391
87.02101,456.6553,3.637652,-11.55399,-0.6679253,-7.470994,99.94324,0.1639969,-0.0063386
87.02934,456.6978,3.637042,-11.5565,-0.6680504,-7.472541,100.0223,0.1639403,-0.0063381
87.03766,456.7376,3.636434,-11.55862,-0.668154,-7.473847,99.98805,0.1638781,-0.0063377
87.046,456.7787,3.635837,-11.56068,-0.6682534,-7.475107,100.025,0.1638077,-0.0063371
87.05434,456.8214,3.63526,-11.56308,-0.668372,-7.476578,100.0198,0.1637298,-0.0063366
87.06268,456.8613,3.634691,-11.56527,-0.6684801,-7.477936,100.0069,0.1636453,-0.0063362
87.071,456.9023,3.634106,-11.56746,-0.6685872,-7.47928,100.004,0.1635525,-0.0063358
87.07934,456.9428,3.633512,-11.56964,-0.6686942,-7.480624,100.0268,0.1634529,-0.0063353
87.08768,456.9858,3.63294,-11.57193,-0.6688056,-7.482016,99.96785,0.1633435,-0.0063348
87.09601,457.029,3.63238,-11.57414,-0.6689118,-7.48335,99.94328,0.1632271,-0.0063342
87.10434,457.0683,3.631782,-11.57596,-0.6689986,-7.484468,100.0312,0.163103,-0.0063333
87.11266,457.1118,3.631184,-11.57794,-0.6690912,-7.48565,99.96551,0.1629749,-0.0063323
87.12101,457.1542,3.630627,-11.58063,-0.6692262,-7.487308,100.0268,0.1628453,-0.0063312
87.12934,457.1938,3.630045,-11.58328,-0.6693616,-7.488969,99.99828,0.1627144,-0.0063302
87.13766,457.2332,3.629456,-11.58586,-0.6694925,-7.490579,100.0354,0.1625839,-0.0063292
87.14601,457.2776,3.628878,-11.5884,-0.6696163,-7.492112,100.01,0.1624535,-0.0063279
87.15434,457.3162,3.628311,-11.59076,-0.669735,-7.493587,99.97501,0.1623196,-0.0063266
87.16266,457.3574,3.627732,-11.59348,-0.669873,-7.495276,100.036,0.1621855,-0.0063252
87.171,457.4004,3.627167,-11.59572,-0.6699807,-7.49663,99.93775,0.1620516,-0.0063234
87.17934,457.4428,3.626587,-11.59833,-0.6701108,-7.498232,100.0006,0.1619142,-0.0063215
87.18768,457.4854,3.626025,-11.60093,-0.67024,-7.499824,100.0038,0.1617776,-0.0063198
87.196,457.5278,3.625449,-11.6035,-0.6703681,-7.501406,99.99376,0.1616408,-0.0063182
87.20434,457.5666,3.624855,-11.60577,-0.6704812,-7.502818,100.0125,0.1615038,-0.0063163
87.21268,457.6081,3.624275,-11.6077,-0.6705722,-7.50398,100.0346,0.1613678,-0.0063143
87.22101,457.6496,3.623698,-11.60979,-0.6706728,-7.50525,99.97316,0.1612304,-0.0063122
87.22934,457.6917,3.623117,-11.61222,-0.6707925,-7.506734,100.0156,0.1610916,-0.00631
87.23766,457.732,3.622538,-11.61482,-0.6709238,-7.50835,99.96368,0.1609544,-0.0063075
87.24601,457.7736,3.621972,-11.61666,-0.6710102,-7.50946,99.99694,0.1608159,-0.0063048
87.25434,457.8144,3.621372,-11.61909,-0.6711312,-7.510956,100.0151,0.1606756,-0.0063021
87.26266,457.8571,3.62079,-11.62118,-0.6712304,-7.51221,99.99286,0.1605375,-0.0062994
87.27101,457.8992,3.620203,-11.62335,-0.6713355,-7.513528,100.0301,0.1603969,-0.0062963
87.27934,457.9406,3.619632,-11.62548,-0.6714382,-7.514822,99.99586,0.160257,-0.006293
87.28766,457.98,3.619059,-11.62766,-0.6715458,-7.516168,100.0151,0.1601172,-0.0062898
87.296,458.0248,3.618486,-11.63023,-0.6716712,-7.517715,99.9954,0.1599728,-0.0062865
87.30434,458.0648,3.617924,-11.63197,-0.6717528,-7.51877,99.98974,0.1598288,-0.006283
87.31268,458.1052,3.617343,-11.63401,-0.6718512,-7.520014,99.97053,0.1596863,-0.0062793
87.321,458.1493,3.616766,-11.63646,-0.6719705,-7.521494,100.0104,0.1595408,-0.0062757
87.32934,458.1903,3.616174,-11.63915,-0.672106,-7.523154,99.97374,0.1593941,-0.0062722
87.33768,458.2304,3.615602,-11.64134,-0.6722134,-7.5245,100.0169,0.1592485,-0.0062689
87.34601,458.269,3.615012,-11.64384,-0.67234,-7.526059,99.98785,0.1591031,-0.0062653
87.35434,458.3122,3.614462,-11.64617,-0.6724529,-7.527465,99.98813,0.1589534,-0.0062617
87.36266,458.3537,3.613906,-11.64881,-0.672585,-7.529087,99.99709,0.1588016,-0.006258
87.37101,458.3953,3.61334,-11.6513,-0.6727086,-7.530612,100.0139,0.1586496,-0.0062545
87.37934,458.4362,3.612755,-11.6536,-0.6728213,-7.532019,100.008,0.158499,-0.0062508
87.38766,458.477,3.612189,-11.65603,-0.6729413,-7.533503,100.0256,0.1583464,-0.0062471
87.39601,458.5186,3.61161,-11.65814,-0.6730428,-7.53478,100.0097,0.1581919,-0.0062436
87.40434,458.5596,3.61102,-11.66,-0.6731296,-7.535894,100.0092,0.1580371,-0.0062402
87.41266,458.6022,3.610456,-11.66211,-0.6732299,-7.537159,99.99902,0.1578812,-0.0062366
87.421,458.6456,3.609877,-11.66467,-0.6733559,-7.538713,99.97968,0.1577228,-0.0062332
87.42934,458.687,3.609314,-11.66661,-0.6734474,-7.539882,100.0234,0.1575623,-0.0062296
87.43768,458.73,3.608755,-11.66897,-0.6735618,-7.541308,99.99184,0.1574046,-0.0062261
87.446,458.7708,3.608185,-11.67105,-0.6736618,-7.542571,100.015,0.1572488,-0.0062228
87.45434,458.8117,3.60762,-11.67301,-0.6737548,-7.543756,99.97001,0.15709,-0.0062193
87.46268,458.8504,3.60709,-11.67494,-0.6738474,-7.544937,100.0016,0.1569319,-0.0062158
87.47101,458.8932,3.606527,-11.67718,-0.6739554,-7.54629,100.0166,0.1567705,-0.0062122
87.47934,458.9332,3.605966,-11.67928,-0.6740572,-7.547574,99.99293,0.1566149,-0.0062084
87.48766,458.9748,3.605422,-11.68138,-0.674157,-7.548834,100.0035,0.1564546,-0.0062043
87.49601,459.0169,3.604894,-11.68327,-0.6742451,-7.549965,100.0052,0.1562938,-0.0062001
87.50434,459.0626,3.604346,-11.68485,-0.674312,-7.55086,99.99761,0.1561326,-0.0061956
87.51266,459.1026,3.603828,-11.68687,-0.6744088,-7.552087,100.0126,0.1559714,-0.0061913
87.52101,459.148,3.603256,-11.68875,-0.6744932,-7.553175,99.98261,0.1558082,-0.0061869
87.52934,459.1872,3.602688,-11.6905,-0.674575,-7.554234,100.0706,0.1556458,-0.0061825
87.53766,459.2276,3.602139,-11.69267,-0.6746805,-7.555562,99.90955,0.1554826,-0.0061779
87.546,459.2702,3.601584,-11.69487,-0.6747855,-7.55688,100.0212,0.1553184,-0.0061732
87.55434,459.3136,3.601017,-11.69675,-0.6748716,-7.55799,99.99298,0.1551548,-0.0061682
87.56268,459.3541,3.600463,-11.69848,-0.6749511,-7.559028,99.99218,0.1549888,-0.0061635
87.571,459.3931,3.599924,-11.70039,-0.6750426,-7.560199,100.0175,0.154825,-0.0061589
87.57934,459.4397,3.599354,-11.70266,-0.6751487,-7.561532,99.96759,0.154658,-0.0061544
87.58768,459.48,3.598804,-11.70538,-0.6752857,-7.563212,100.0345,0.1544914,-0.0061498
87.59601,459.522,3.59823,-11.70818,-0.6754257,-7.564924,99.97068,0.1543239,-0.0061449
87.60434,459.5608,3.597702,-11.71094,-0.6755662,-7.566643,100.0283,0.1541562,-0.0061401
87.61266,459.6017,3.597174,-11.71393,-0.675718,-7.568487,99.98188,0.153992,-0.0061351
87.62101,459.6481,3.596618,-11.7166,-0.6758476,-7.570082,100.0121,0.1538272,-0.0061301
87.62934,459.6813,3.596044,-11.71873,-0.6759558,-7.571437,99.99531,0.1536641,-0.0061254
87.63766,459.7263,3.595486,-11.72146,-0.6760895,-7.573079,100.015,0.1535001,-0.0061211
87.64601,459.7656,3.594953,-11.72428,-0.6762324,-7.574824,99.98144,0.1533381,-0.0061166
87.65434,459.809,3.594365,-11.72683,-0.6763566,-7.576356,100.0159,0.153175,-0.006112
87.66266,459.8524,3.593774,-11.72961,-0.6764942,-7.578043,100.0005,0.1530125,-0.0061073
87.671,459.8918,3.5932,-11.73201,-0.6766129,-7.579516,99.99999,0.1528511,-0.0061026
87.67934,459.9356,3.592625,-11.734,-0.6767046,-7.580686,99.99493,0.1526915,-0.0060981
87.68768,459.9748,3.59204,-11.73591,-0.6767949,-7.58184,100.0049,0.1525306,-0.0060936
87.696,460.0162,3.591452,-11.73773,-0.6768787,-7.582922,99.97101,0.1523691,-0.0060892
87.70434,460.0602,3.590875,-11.73978,-0.6769731,-7.584126,100.0105,0.1522047,-0.0060847
87.71268,460.0994,3.59033,-11.74193,-0.6770778,-7.585442,99.99652,0.1520397,-0.00608
87.72101,460.1424,3.58979,-11.74416,-0.6771837,-7.586774,100.0012,0.1518737,-0.0060751
87.72934,460.1838,3.589221,-11.74642,-0.6772924,-7.588134,99.99876,0.1517068,-0.0060705
87.73766,460.2258,3.588696,-11.74862,-0.6773975,-7.589458,99.99106,0.1515367,-0.0060659
87.74601,460.2672,3.588182,-11.75033,-0.6774744,-7.590464,99.99972,0.1513661,-0.0060613
87.75434,460.3102,3.587629,-11.75213,-0.6775554,-7.591516,99.98097,0.1511963,-0.0060568
87.76266,460.3529,3.587105,-11.75434,-0.6776602,-7.592838,99.99434,0.1510274,-0.0060521
87.77101,460.3918,3.586582,-11.75664,-0.6777735,-7.594251,99.99472,0.150859,-0.0060474
87.77934,460.4332,3.586061,-11.7587,-0.6778709,-7.595488,100.0264,0.1506857,-0.0060425
